,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality,Qid
1622624,"Ниинистё, Саули",1,1622624,10.0,89,153,0,1740.0317,1123.6296,1622624,1,6,0.0,Q29207
1628051,Сумерки. Сага. Новолуние,36,1628051,25.353535,192,192,192,81.16045,1715.8799,1628051,9,35,30924.75,Q116928
1632370,"Гусев, Павел Николаевич",14,1632370,11.919192,0,134,82,-2150.6787,-217.7017,1632370,2,15,3099.0,Q4152702
1632996,"Ульянов, Дмитрий Борисович",39,1632996,10.0,236,36,133,889.1042,1913.6522,1632996,1,3,0.0,Q4475060
1634109,"Турчак, Андрей Анатольевич",18,1634109,19.595959,132,111,233,-636.9134,2033.2594,1634109,6,10,111098.40838385701,Q4466480
1634291,"Юрно, Файме",0,1634291,10.0,208,105,0,-2349.7773,1213.4128,1634291,1,12,0.0,Q4535073
1634656,"Темпл, Ширли",9,1634656,10.0,150,127,0,2730.9014,753.59656,1634656,1,13,0.0,Q182580
1636345,Т-80У,14,1636345,25.353535,0,134,82,-2682.2195,-401.61197,1636345,9,7,24128.431030658045,Q11247853
1638217,Песчанокопское,29,1638217,10.0,0,168,182,1774.4398,391.97827,1638217,1,4,0.0,Q3335264
1639394,"Каманин, Аркадий Николаевич",18,1639394,10.0,132,111,233,-695.441,2819.024,1639394,1,10,0.0,Q18243106
1640762,Фрегаты проекта 054,11,1640762,10.0,192,192,192,1492.4695,-799.4248,1640762,1,5,0.0,Q1185593
1646580,Рассвет (роман),36,1646580,15.757576,192,192,192,-137.56937,1478.9077,1646580,4,35,0.0,Q53945
1647101,"Ефимов, Александр Николаевич",31,1647101,11.919192,255,0,77,424.41016,-1008.4349,1647101,2,1,3099.0,Q2832540
1650784,Джейкоб Блэк,36,1650784,17.676767,192,192,192,-12.695618,1691.1284,1650784,5,35,0.75,Q716835
1651728,Ломоносовский проспект (станция метро),5,1651728,50.303032,192,192,192,3112.907,-1799.6443,1651728,22,30,46.204516094847,Q4266347
1652574,Сассуоло (футбольный клуб),24,1652574,19.595959,0,172,0,-178.21593,792.2821,1652574,6,0,5171.521575927073,Q8603
1652973,"Сперантова, Валентина Александровна",39,1652973,15.757576,236,36,133,910.7953,1639.6318,1652973,4,3,4390.825734806154,Q4431049
1659037,Ганц Кюхельгартен,21,1659037,15.757576,0,136,132,-3409.3003,-718.4907,1659037,4,3,108.48073992292079,Q4133375
1660129,Чёрные запорожцы,14,1660129,10.0,0,134,82,-2231.5483,231.3961,1660129,1,7,0.0,Q4518762
1660302,Як-201,13,1660302,13.838384,192,192,192,-195.85625,-2021.085,1660302,3,15,3099.0,Q4536596
1669718,"Шатов, Олег Александрович",26,1669718,21.515152,253,65,0,-142.11462,-1285.1942,1669718,7,2,6814.315672894469,Q2037238
1669832,Куба — любовь моя,18,1669832,11.919192,132,111,233,-807.11053,3289.1682,1669832,2,10,0.0,Q4243456
1670376,Министр иностранных дел Австрии,3,1670376,15.757576,0,158,94,1688.734,2167.286,1670376,4,25,206.73048034999775,Q5468294
1670547,Библиография Николая Гоголя,21,1670547,13.838384,0,136,132,-3325.2085,-626.9104,1670547,3,3,0.0,Q4436325
1670767,"Руденко, Бэла Андреевна",18,1670767,10.0,132,111,233,-425.85284,3941.3323,1670767,1,10,0.0,Q4399344
1674066,"Борзова, Елена Николаевна",18,1674066,10.0,132,111,233,-141.32726,2755.4375,1674066,1,16,0.0,Q4093660
1674736,Брайтон энд Хоув Альбион,24,1674736,17.676767,0,172,0,744.7859,1162.272,1674736,5,0,42708.91269690002,Q19453
1675177,"Маккаби (футбольный клуб, Тель-Авив)",25,1675177,17.676767,192,192,192,455.32812,-622.617,1675177,5,2,10427.340011405926,Q223728
1676083,"Эндрюс, Томас",20,1676083,29.19192,0,159,234,-3446.2698,-2184.708,1676083,11,29,1027.7294026029099,Q275937
1677781,"Фабьяньский, Лукаш",24,1677781,11.919192,0,172,0,216.24432,113.36999,1677781,2,0,619.9345719298451,Q40596
1678132,"Макеев, Евгений Владимирович",26,1678132,10.0,253,65,0,-1823.9022,-1004.9071,1678132,1,2,0.0,Q1119175
1680195,"Лайтоллер, Чарльз",20,1680195,44.545456,0,159,234,-2633.3977,-2079.0295,1680195,19,29,40.68097090597091,Q287044
1680533,Финал Лиги чемпионов УЕФА 1999,24,1680533,13.838384,0,172,0,531.18274,1040.3599,1680533,3,0,10477.959205800355,Q833096
1681014,Кубок европейских чемпионов 1990/1991,26,1681014,38.78788,253,65,0,-944.9705,-1972.2852,1681014,16,2,314.33386923971136,Q118823
1681089,Кубок европейских чемпионов 1991/1992,26,1681089,38.78788,253,65,0,-619.34283,-700.1493,1681089,16,2,269.4318352600799,Q269535
1683916,"Ойеволе, Адесойе Ойетунджиевич",29,1683916,10.0,0,168,182,1859.2076,451.6421,1683916,1,4,0.0,Q3605278
1684105,Молде (футбольный клуб),26,1684105,34.949493,253,65,0,-1491.8253,-1331.5397,1684105,14,2,6590.6253120524325,Q208552
1684548,"Лагашкин, Максим Вадимович",21,1684548,11.919192,0,136,132,-3338.5793,-564.74945,1684548,2,12,15746.313744381281,Q4252333
1685313,"Сэдлер, Уильям (актёр)",15,1685313,11.919192,192,192,192,910.6668,-1773.6492,1685313,2,13,24736.0,Q152542
1686163,"Рейнхолд, Джадж",17,1686163,13.838384,0,134,233,-727.51294,-2770.1807,1686163,3,22,0.0,Q285460
1687180,"Дин, Миллвина",20,1687180,19.595959,0,159,234,-3392.3638,-1130.7772,1687180,6,29,12008.671390575373,Q234588
1689752,Ураза,16,1689752,36.868687,98,125,18,2140.5903,-1783.7144,1689752,15,33,19385.418051209115,Q178915
1689812,"Будунов, Будун Хачабекович",25,1689812,11.919192,192,192,192,200.91972,-539.61847,1689812,2,4,0.0,Q4098207
1691095,"Слуцкий, Леонид Эдуардович",30,1691095,11.919192,227,65,208,-1482.7858,764.2904,1691095,2,10,189.76440221023216,Q2037108
1693630,Посейдон (фильм),16,1693630,10.0,98,125,18,2004.1342,-2045.9841,1693630,1,10,0.0,Q906633
1695983,Эллас Верона,24,1695983,10.0,0,172,0,448.56793,865.84326,1695983,1,0,0.0,Q8639
1696015,"Глейзер, Малкольм",26,1696015,11.919192,253,65,0,-1234.3557,-640.9236,1696015,2,2,339.0522124664416,Q319201
1697638,"Манчини, Роберто",24,1697638,25.353535,0,172,0,-274.86774,824.10406,1697638,9,0,17754.786324482375,Q48330
1698534,"Земан, Милош",31,1698534,10.0,255,0,77,1119.0795,-1113.837,1698534,1,1,0.0,Q29032
1700066,Борнмут (футбольный клуб),24,1700066,17.676767,0,172,0,629.85657,637.80945,1700066,5,0,5041.639849662325,Q19568
1700973,Thriller,32,1700973,25.353535,192,192,192,-834.3105,792.3385,1700973,9,38,33983.41666666667,Q44320
1702085,RU.TV,2,1702085,11.919192,0,127,167,-2838.1562,969.1343,1702085,2,5,3198.6437430785713,Q4047907
1702191,Шрек навсегда,17,1702191,23.434343,0,134,233,-1085.8386,-3029.1094,1702191,8,22,4358.809948730335,Q208131
1705625,Комета (теплоход),39,1705625,11.919192,236,36,133,1055.9192,1457.9047,1705625,2,31,0.0,Q4229535
1706994,"Валенсия, Антонио",24,1706994,13.838384,0,172,0,548.7447,1065.2716,1706994,3,0,2836.8193730796106,Q174486
1709056,"Джеко, Эдин",26,1709056,25.353535,253,65,0,-472.9106,-1545.8354,1709056,9,2,20637.920467462176,Q153786
1710403,Леванте (футбольный клуб),25,1710403,13.838384,192,192,192,-115.25635,-630.11536,1710403,3,2,1473.3914841472301,Q8823
1711917,Райо Вальекано,25,1711917,13.838384,192,192,192,256.1402,-819.27795,1711917,3,2,4856.507254705439,Q10300
1712674,"Ибрагимов, Ренат Исламович",18,1712674,13.838384,132,111,233,-1277.0553,3601.7292,1712674,3,10,6552.454661547191,Q970361
1712919,Фрозиноне (футбольный клуб),24,1712919,11.919192,0,172,0,165.34462,350.0695,1712919,2,0,840.0015960658205,Q845043
1715485,"Погодина, Ольга Станиславовна",39,1715485,15.757576,236,36,133,474.1219,1926.0281,1715485,4,3,73051.55022982782,Q4366594
1717625,Университет монстров,15,1717625,17.676767,192,192,192,1019.2804,-1728.3374,1717625,5,11,6436.5259332652195,Q641362
1720690,"Гудрем, Дельта",9,1720690,11.919192,150,127,0,2802.4163,202.40248,1720690,2,13,24736.0,Q228818
1720998,Рондо (группа),18,1720998,10.0,132,111,233,221.93805,2438.933,1720998,1,10,0.0,Q4397655
1721483,"Высокосов, Сергей Львович",33,1721483,10.0,0,140,23,-1170.4698,1264.8314,1721483,1,21,0.0,Q4129484
1724494,"Ражнатович, Желько",33,1724494,11.919192,0,140,23,-625.5359,1651.1925,1724494,2,21,3099.0,Q245198
1724791,"Всё самое лучшее (фильм, 2010)",19,1724791,10.0,192,192,192,2265.6243,-931.9109,1724791,1,17,0.0,Q49903
1726901,"Могутин, Ярослав Юрьевич",33,1726901,11.919192,0,140,23,-729.39655,1526.5173,1726901,2,21,0.0,Q2094353
1727186,Том Сойер,39,1727186,10.0,236,36,133,347.8966,1682.0691,1727186,1,3,0.0,Q944203
1727336,Служители закона,9,1727336,11.919192,150,127,0,2225.8135,469.868,1727336,2,13,3987.9143853710834,Q499535
1728509,"Гнилова, Людмила Владимировна",2,1728509,13.838384,0,127,167,-2962.2869,917.3719,1728509,3,3,22838.245889329308,Q3242117
1728611,Крушение поезда «Аврора» (1988),41,1728611,13.838384,155,95,153,-2447.0808,-2447.9275,1728611,3,8,0.5,Q4242641
1731060,"Барабаш, Алексей Игоревич",10,1731060,11.919192,195,78,71,521.31555,-1497.6095,1731060,2,22,9291.0,Q4077593
1731681,"Коуэлл, Саймон",17,1731681,10.0,0,134,233,-669.8876,-2724.0334,1731681,1,22,0.0,Q162629
1731823,"Смирнов, Димитрий Николаевич",2,1731823,13.838384,0,127,167,-2928.1077,877.8823,1731823,3,5,21753.989960430314,Q4424662
1733397,Список министров культуры России,2,1733397,11.919192,0,127,167,-2671.2532,981.68115,1733397,2,3,9291.0,Q4434736
1733460,Список рекордов пилотов чемпионата мира Формулы-1,22,1733460,17.676767,192,192,192,-114.67634,-367.7945,1733460,5,24,0.0,Q3328813
1735512,Renault 16,14,1735512,10.0,0,134,82,-2808.701,-291.08466,1735512,1,15,0.0,Q1124536
1735704,"Алвеш, Бруну",25,1735704,23.434343,192,192,192,142.23396,-904.81494,1735704,8,2,15489.132957420627,Q193000
1736999,"Джанаев, Сослан Тотразович",29,1736999,10.0,0,168,182,2242.5962,323.06653,1736999,1,4,0.0,Q2066204
1737347,"Мельников, Виталий Вячеславович",39,1737347,15.757576,236,36,133,694.34357,1978.3523,1737347,4,26,9293.0,Q4289852
1739164,Трёхгрошовая опера,30,1739164,10.0,227,65,208,-1837.0409,-3.2749739,1739164,1,10,0.0,Q212495
1740400,"Кырстя, Сорана",30,1740400,13.838384,227,65,208,-1311.7778,375.7506,1740400,3,27,0.0,Q230242
1744022,"АЕК (футбольный клуб, Ларнака)",26,1744022,19.595959,253,65,0,-2250.4504,-1006.3504,1744022,6,2,8.024195312883226,Q291447
1745057,История Китайской Народной Республики,31,1745057,10.0,255,0,77,1134.4598,-1002.9871,1745057,1,1,0.0,Q862552
1745989,Кубок Жоана Гампера,25,1745989,11.919192,192,192,192,-10.281543,-727.28534,1745989,2,2,3099.0,Q17475
1748075,"Волович, Виталий Михайлович",39,1748075,11.919192,236,36,133,835.2131,1579.6357,1748075,2,3,3099.0,Q4123630
1752121,Лига чемпионов УЕФА 2010/2011,26,1752121,63.737373,253,65,0,-1160.7268,-347.51538,1752121,29,2,33739.87239023758,Q189180
1752857,Багровый цвет снегопада,21,1752857,10.0,0,136,132,-3057.5398,-627.70294,1752857,1,3,0.0,Q4074869
1754865,"Фачинелли, Питер",36,1754865,13.838384,192,192,192,-161.44373,1456.6857,1754865,3,35,37067.0,Q192052
1757339,"Лосев, Александр Николаевич",2,1757339,10.0,0,127,167,-3018.8157,1080.8777,1757339,1,3,0.0,Q4267146
1758445,"Лукьянов, Сергей Владимирович",2,1758445,10.0,0,127,167,-2504.553,766.1013,1758445,1,3,0.0,Q7939219
1763113,"Возняцки, Каролина",30,1763113,27.272728,227,65,208,-1354.7959,172.23167,1763113,10,27,2395.0733109595917,Q30767
1766249,Андреевский флаг,10,1766249,17.676767,195,78,71,-240.55255,-1907.8982,1766249,5,9,107272.41504169899,Q7382095
1767379,"Гаудиньш, Петерис",0,1767379,10.0,208,105,0,-1508.0425,1168.5742,1767379,1,11,0.0,Q4134217
1772828,"Ди Маттео, Роберто",24,1772828,11.919192,0,172,0,727.65125,620.21155,1772828,2,0,3099.0,Q193348
1777449,"Кононов, Олег Георгиевич",25,1777449,15.757576,192,192,192,-109.41156,-505.94968,1777449,4,4,9109.963427751913,Q2040719
1778126,"Беляев, Юрий Иванович",29,1778126,23.434343,0,168,182,1310.2223,322.4905,1778126,8,4,968.9334053129509,Q3811397
1779459,"Генич, Константин Михайлович",29,1779459,11.919192,0,168,182,1681.2395,-109.29763,1779459,2,4,3477.988545394412,Q4135448
1782373,"Хэрринг, Лаура",9,1782373,10.0,150,127,0,2902.2742,938.9579,1782373,1,13,0.0,Q233536
1782874,"Гудинг, Кьюба (младший)",9,1782874,10.0,150,127,0,2652.432,491.25467,1782874,1,13,0.0,Q136209
1783269,ВВС (футбольный клуб),29,1783269,15.757576,0,168,182,1097.6013,22.237705,1783269,4,4,1775.1107173532841,Q2041004
1787205,Доярка из Хацапетовки,1,1787205,11.919192,89,153,0,2416.5925,1397.5612,1787205,2,6,3099.0,Q4167443
1787237,"Федорив, Владимир Николаевич",29,1787237,11.919192,0,168,182,1898.7537,-8.844236,1787237,2,4,6196.0,Q2040174
1789127,РД-0410,20,1789127,11.919192,0,159,234,-3089.5295,-1454.6381,1789127,2,1,0.0,Q4386493
1789216,Филипп II (митрополит Московский),12,1789216,11.919192,192,192,192,1205.347,1051.794,1789216,2,34,3099.0,Q2263654
1790441,"Стосур, Саманта",31,1790441,11.919192,255,0,77,1254.978,-1130.731,1790441,2,27,5629.905916907136,Q191766
1792136,"Печников, Геннадий Михайлович",39,1792136,11.919192,236,36,133,658.65155,1832.5704,1792136,2,3,0.0,Q4362093
1793723,"Никитина, Екатерина Анатольевна",9,1793723,10.0,150,127,0,3155.4854,987.9826,1793723,1,13,0.0,Q4319787
1795248,Кот в сапогах,16,1795248,13.838384,98,125,18,1997.45,-1583.2067,1795248,3,10,11272.050887041725,Q11834
1799677,"Халеп, Симона",31,1799677,13.838384,255,0,77,764.8812,-1440.28,1799677,3,27,11000.297210230236,Q230156
1800320,"Севастова, Анастасия",30,1800320,15.757576,227,65,208,-1837.3549,376.99344,1800320,4,27,0.0,Q232445
1800888,"Индзаги, Симоне",24,1800888,15.757576,0,172,0,318.8017,987.3931,1800888,4,0,994.5413724484829,Q314670
1801974,"Уорнер, Дэвид",20,1801974,13.838384,0,159,234,-3056.0916,-1836.4019,1801974,3,29,73077.020707961,Q363271
1803833,Когда наступает сентябрь,17,1803833,10.0,0,134,233,-1313.343,-2768.8176,1803833,1,22,0.0,Q4226047
1804035,"Лазович, Данко",24,1804035,15.757576,0,172,0,28.52533,880.3018,1804035,4,4,30094.55656473884,Q311054
1804999,"Сапета, Александр Сергеевич",29,1804999,11.919192,0,168,182,1860.2445,-83.87404,1804999,2,4,11809.017951743494,Q2042911
1806666,Генгам (футбольный клуб),24,1806666,11.919192,0,172,0,1039.8577,627.5075,1806666,2,0,275.26824267104644,Q459148
1807890,Запад-81,14,1807890,11.919192,0,134,82,-2565.2856,-367.08096,1807890,2,7,26619.25673656444,Q2042315
1810036,"Пеллегрини, Мануэль",24,1810036,21.515152,0,172,0,400.18616,514.8748,1810036,7,0,11456.986950460288,Q296036
1811503,Иж-2715,14,1811503,15.757576,0,134,82,-2124.529,-105.61921,1811503,4,15,0.0,Q1676137
1812632,"Макдональд, Келли",39,1812632,10.0,236,36,133,420.57068,1876.0732,1812632,1,16,0.0,Q230383
1814670,"Голубович, Михаил Васильевич",41,1814670,10.0,155,95,153,-2431.8079,-2957.324,1814670,1,10,0.0,Q4142472
1818251,"Бусулис, Интарс",21,1818251,11.919192,0,136,132,-2999.2676,-391.41302,1818251,2,12,5358.68383061279,Q370816
1820573,"Кещян, Ашот Геворгович",21,1820573,10.0,0,136,132,-3023.188,-316.54584,1820573,1,12,0.0,Q4219916
1820908,"Архипова, Нина Николаевна",8,1820908,10.0,163,102,15,2080.0923,-2964.23,1820908,1,10,0.0,Q4070798
1821467,"Рождественская, Жанна Германовна",9,1821467,11.919192,150,127,0,3371.1848,164.47311,1821467,2,3,3099.0,Q4396162
1822888,"Караклаич, Радмила",2,1822888,10.0,0,127,167,-2955.0269,1036.6042,1822888,1,1,0.0,Q4213887
1823674,Люберецкая организованная преступная группировка,29,1823674,10.0,0,168,182,2088.873,-172.09541,1823674,1,4,0.0,Q3242104
1824160,"Рождественская, Ольга Сергеевна",9,1824160,15.757576,150,127,0,3052.69,652.1875,1824160,4,3,27839.0,Q4396168
1824924,События 17 июня 1953 года в ГДР,31,1824924,11.919192,255,0,77,885.5064,-1242.931,1824924,2,1,0.0,Q157682
1828668,Орден «Аль-Фахр»,18,1828668,11.919192,132,111,233,-878.2367,3778.967,1828668,2,10,24.161144330460537,Q4335853
1831634,Исмаил,16,1831634,27.272728,98,125,18,2252.944,-1743.2556,1831634,10,33,7060.733222355635,Q470988
1832521,"Кожевников, Алексей Александрович",2,1832521,15.757576,0,127,167,-2681.0469,707.08887,1832521,4,3,3554.774916966788,Q4226282
1836022,"Чёрная молния (фильм, 2009)",21,1836022,10.0,0,136,132,-3063.6904,-661.2376,1836022,1,3,0.0,Q185229
1842040,Орден Заслуг перед Республикой Польша,1,1842040,10.0,89,153,0,1681.8113,1052.9528,1842040,1,6,0.0,Q93982
1842488,"Ципко, Александр Сергеевич",27,1842488,10.0,192,192,192,-1035.1731,166.98396,1842488,1,22,0.0,Q4505819
1846638,"Костецкий, Виктор Александрович",37,1846638,15.757576,192,192,192,-1532.5607,1600.0948,1846638,4,3,12387.0,Q4235346
1847157,"Демпси, Клинт",24,1847157,15.757576,0,172,0,784.7528,435.65308,1847157,4,0,15587.130484702353,Q201860
1849374,"Смит, Эдвард Джон",20,1849374,48.38384,0,159,234,-2874.1003,-1190.3811,1849374,21,29,28484.510967630296,Q215786
1849908,Рагнар Сигурдссон,29,1849908,17.676767,0,168,182,1551.3782,139.81067,1849908,5,4,3860.804953596218,Q760734
1851634,"Меняйло, Сергей Иванович",7,1851634,17.676767,192,192,192,2346.7212,-329.0102,1851634,5,31,2679.232533199919,Q4290693
