,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
79903,"Танич,_Михаил_Исаевич",18,79903,38.78788,132,111,233,665.96326,2949.5303,79903,16,10,28168.04180040061
80760,Бюджет,41,80760,11.919192,155,95,153,-1944.2759,-2773.9778,80760,2,8,3099.0
80999,"Кричевский,_Илья_Маратович",14,80999,19.595959,0,134,82,-2498.61,-118.43261,80999,6,7,3462.820853652294
81274,"Горбачёв,_Игорь_Олегович",39,81274,13.838384,236,36,133,480.82797,1504.4668,81274,3,26,19682.15003881078
81348,Крест,12,81348,15.757576,192,192,192,1423.6896,986.51227,81348,4,34,18505.572197931615
82883,Шинник_(футбольный_клуб),29,82883,13.838384,0,168,182,2229.8647,56.907627,82883,3,4,12387.0
83122,Старик_Хоттабыч,9,83122,10.0,150,127,0,2890.5217,244.68964,83122,1,3,0.0
83224,"Батистута,_Габриэль",24,83224,21.515152,0,172,0,-102.41611,912.4716,83224,7,0,3739.945664709239
83468,Закят,16,83468,31.11111,98,125,18,1963.328,-1422.0802,83468,12,33,11440.892196915669
83515,"Церетели,_Зураб_Константинович",18,83515,29.19192,132,111,233,-923.40576,3528.7427,83515,11,10,34793.17513712861
83526,Спас_Нерукотворный,12,83526,27.272728,192,192,192,1370.8374,841.2196,83526,10,34,13625.07888108951
83708,"Тюрам,_Лилиан",24,83708,23.434343,0,172,0,-23.360058,1223.4866,83708,8,0,16398.892113324964
83760,Кубанские_казаки,2,83760,15.757576,0,127,167,-2743.743,542.6165,83760,4,3,12389.0
83770,Windows_98,2,83770,11.919192,0,127,167,-2421.6294,714.9587,83770,2,3,0.0
83781,Windows_ME,2,83781,13.838384,0,127,167,-3048.4163,858.36884,83781,3,3,3099.0
83922,"Титов,_Егор_Ильич",29,83922,23.434343,0,168,182,2059.8835,415.48773,83922,8,4,32981.58241133561
83964,Собака_на_сене_(фильм),16,83964,13.838384,98,125,18,1735.8557,-2085.7085,83964,3,3,2397.6652976923733
84076,Батурин,10,84076,11.919192,195,78,71,77.316315,-1382.9585,84076,2,9,6196.0
84116,"Звонарёва,_Вера_Игоревна",30,84116,17.676767,227,65,208,-1810.503,202.90236,84116,5,27,886.1532920861417
84333,"Булыкин,_Дмитрий_Олегович",29,84333,11.919192,0,168,182,1967.0913,48.258633,84333,2,4,14017.978087467996
84482,"Габриадзе,_Леван_Ревазович",0,84482,13.838384,208,105,0,-1680.1792,1188.1257,84482,3,12,0.3333333333333333
85733,Индустриальное_общество,11,85733,11.919192,192,192,192,1275.8241,-900.6003,85733,2,5,916.1621870512242
86586,Харьковская_операция_(1942),31,86586,25.353535,255,0,77,752.169,-906.52655,86586,9,1,21976.47989351278
86807,Русско-турецкая_война_(1828—1829),21,86807,15.757576,0,136,132,-3283.6873,-294.46732,86807,4,11,10120.848736297434
87195,Латышские_стрелки,10,87195,13.838384,195,78,71,151.15735,-1927.5436,87195,3,9,6196.0
87314,"Ротару,_София_Михайловна",18,87314,46.464645,132,111,233,5.6740036,2262.4712,87314,20,10,109031.53181282165
87506,Нунатак,1,87506,10.0,89,153,0,2274.6694,1400.7035,87506,1,6,0.0
88032,Скульптура,3,88032,19.595959,0,158,94,1838.6625,2009.4696,88032,6,16,34599.44185205222
88574,"Лимонов,_Эдуард_Вениаминович",33,88574,57.979797,0,140,23,-102.62558,1647.2646,88574,26,21,170092.76992333258
88622,Грац,3,88622,11.919192,0,158,94,1892.0974,2424.5305,88622,2,25,1.25
88967,Флаг_Республики_Беларусь,10,88967,17.676767,195,78,71,108.985725,-1994.0089,88967,5,9,24558.025763821708
89094,Ненцы,39,89094,13.838384,236,36,133,938.19806,1508.0431,89094,3,3,9293.0
89388,"Сенкевич,_Юрий_Александрович",18,89388,13.838384,132,111,233,263.38422,3165.8152,89388,3,10,10104.67321219874
89397,"Туполев,_Андрей_Николаевич",7,89397,15.757576,192,192,192,2390.8376,-189.7471,89397,4,31,41848.594897071234
89795,Лобное_место,27,89795,13.838384,192,192,192,-588.0615,255.09853,89795,3,22,24455.158619712405
90024,Шаговое_напряжение,19,90024,10.0,192,192,192,2222.3145,-563.1687,90024,1,17,0.0
90132,Сибирское_ханство,30,90132,10.0,227,65,208,-1417.934,77.11445,90132,1,18,0.0
90327,Приднестровский_конфликт,41,90327,15.757576,155,95,153,-2645.3274,-2590.8318,90327,4,8,18419.469824497464
90457,Дополнительное_время,26,90457,23.434343,253,65,0,-613.8217,-1517.5277,90457,8,2,2947.94923440485
91161,"Матвиенко,_Валентина_Ивановна",18,91161,44.545456,132,111,233,-1092.7568,3921.1104,91161,19,10,202724.2183535025
91568,"Шарапова,_Арина_Аяновна",10,91568,15.757576,195,78,71,637.2536,-1769.3309,91568,4,9,9127.43111663911
91595,Посажение_на_кол,17,91595,11.919192,0,134,233,-1213.7888,-2612.2947,91595,2,22,3099.0
91739,"Марли,_Боб",18,91739,10.0,132,111,233,-533.8601,3955.1995,91739,1,10,0.0
91751,Катманду,31,91751,13.838384,255,0,77,1156.509,-983.876,91751,3,1,7084.83259282346
94044,"Суриков,_Александр_Александрович",7,94044,10.0,192,192,192,2366.1843,-295.37784,94044,1,31,0.0
94406,Вермонт,1,94406,11.919192,89,153,0,2013.6025,1283.6859,94406,2,6,0.0
94473,Вильгельм_III_Оранский,0,94473,11.919192,208,105,0,-2226.1125,1214.455,94473,2,11,6196.0
94510,"Алонсо,_Фернандо",22,94510,11.919192,192,192,192,-299.0232,-309.11896,94510,2,24,0.0
94650,"Назарова,_Маргарита_Петровна",39,94650,17.676767,236,36,133,581.44867,1694.2935,94650,5,3,90730.8714458894
94796,"Романцев,_Олег_Иванович",29,94796,23.434343,0,168,182,1798.3452,-308.01474,94796,8,4,90975.56833177911
94965,Итуруп,11,94965,10.0,192,192,192,1528.5708,-1020.7507,94965,1,5,0.0
95126,Гардемарин,8,95126,10.0,163,102,15,2201.9136,-2726.0176,95126,1,11,0.0
95180,Корвет,11,95180,11.919192,192,192,192,1665.5361,-1159.6122,95180,2,5,706.665130973148
95254,Организация_украинских_националистов,31,95254,15.757576,255,0,77,787.3741,-1051.7028,95254,4,31,17651.362361069772
95302,Кузнецкий_угольный_бассейн,30,95302,15.757576,227,65,208,-1604.9004,-21.608543,95302,4,18,18727.93382555371
95952,Самооборона,8,95952,11.919192,163,102,15,2148.691,-2921.2637,95952,2,37,6196.0
97422,"Тарханов,_Александр_Фёдорович",29,97422,13.838384,0,168,182,1082.9819,-233.34239,97422,3,4,16396.78802451239
98545,"Бубка,_Сергей_Назарович",18,98545,13.838384,132,111,233,261.39636,2689.436,98545,3,10,13168.795135850434
99409,Социальный_дарвинизм,28,99409,11.919192,192,192,192,471.13968,-454.27426,99409,2,18,3099.0
99592,Легенда_Зорро,9,99592,17.676767,150,127,0,2396.655,478.39166,99592,5,29,53025.505495058205
99929,Стахановское_движение,18,99929,13.838384,132,111,233,-220.20396,3036.7163,99929,3,10,1314.6914037477106
99975,Тувинский_язык,7,99975,11.919192,192,192,192,2565.3835,-229.53575,99975,2,31,250.22391944874272
100103,"Кутиков,_Александр_Викторович",39,100103,10.0,236,36,133,638.5463,1621.7571,100103,1,3,0.0
100428,Томбукту,3,100428,13.838384,0,158,94,2054.3472,2267.5266,100428,3,25,6197.0
101208,"Симонян,_Никита_Павлович",29,101208,29.19192,0,168,182,1407.0393,-424.71426,101208,11,4,14206.525946249758
101647,Ново-Переделкино,5,101647,13.838384,192,192,192,3095.3743,-853.49225,101647,3,30,0.5
101653,Эдуард_Чёрный_Принц,25,101653,15.757576,192,192,192,131.35236,-483.74655,101653,4,4,9291.5
102038,Гномы,38,102038,13.838384,192,192,192,716.6871,-3677.0312,102038,3,32,38991.08972893288
102601,Нахман_из_Брацлава,8,102601,11.919192,163,102,15,2331.3308,-2726.3796,102601,2,37,3099.0
103022,Висконсин,28,103022,17.676767,192,192,192,528.17633,-249.78958,103022,5,18,51452.078012996964
103047,"Коль,_Гельмут",3,103047,13.838384,0,158,94,2011.1321,1969.7612,103047,3,16,14384.501560673678
103467,Электромагнитная_индукция,19,103467,11.919192,192,192,192,2507.3354,-760.7639,103467,2,17,0.0
103704,Орден_«За_заслуги_перед_Отечеством»,18,103704,113.63637,132,111,233,-2696.518,3056.385,103704,55,10,495540.50524231914
103736,Рокот_(ракета-носитель),31,103736,10.0,255,0,77,1011.4797,-1445.0103,103736,1,1,0.0
104049,Система_предупреждения_о_ракетном_нападении,14,104049,11.919192,0,134,82,-2266.4585,331.0393,104049,2,15,4109.525262629683
104287,Вилюй,30,104287,11.919192,227,65,208,-1203.654,446.73215,104287,2,18,6196.0
104341,Бархатная_революция,31,104341,25.353535,255,0,77,801.33203,-1164.1809,104341,9,1,41472.00487106824
104705,EyeToy,2,104705,17.676767,0,127,167,-2962.254,836.3931,104705,5,5,0.0
105249,Кубок_Стэнли,31,105249,21.515152,255,0,77,859.2998,-1504.7545,105249,7,1,32651.541829239104
105499,"Фурманов,_Дмитрий_Андреевич",10,105499,10.0,195,78,71,-258.02127,-1581.5085,105499,1,9,0.0
106395,СУ-76,14,106395,13.838384,0,134,82,-2405.6785,-343.49606,106395,3,7,123.05730371236955
106578,Новый_Южный_Уэльс,6,106578,13.838384,192,192,192,-1304.8589,2320.8613,106578,3,23,0.0
106740,"Крэйвен,_Уэс",9,106740,27.272728,150,127,0,2715.9937,93.38214,106740,10,13,12387.0
106900,У_Тан,3,106900,25.353535,0,158,94,2077.732,1901.2932,106900,9,25,0.0
106903,Австрийская_народная_партия,3,106903,23.434343,0,158,94,1340.7286,2349.0469,106903,8,25,96129.57437261949
106937,Федеральный_канцлер_Австрии,6,106937,13.838384,192,192,192,-1455.013,1972.7617,106937,3,23,45135.80901630661
107127,Австрийская_партия_свободы,3,107127,15.757576,0,158,94,1745.3286,2446.716,107127,4,25,647.9603475588608
107416,Спящая_красавица_(мультфильм),17,107416,21.515152,0,134,233,-895.9323,-2499.7874,107416,7,22,11070.210304977718
107720,"Бернини,_Джованни_Лоренцо",3,107720,11.919192,0,158,94,1548.1278,2384.4688,107720,2,16,3099.0
107991,"Шувалов,_Иван_Иванович",8,107991,15.757576,163,102,15,2371.9724,-2515.7854,107991,4,11,21366.478282390744
108239,Шихта,33,108239,10.0,0,140,23,-845.4308,1601.4556,108239,1,21,0.0
108416,Патриот,30,108416,13.838384,227,65,208,-1340.6709,399.75558,108416,3,18,14272.528370160162
108522,Доцент,18,108522,31.11111,132,111,233,-514.2479,2513.0474,108522,12,10,19329.653013396208
109669,"Райс,_Кондолиза",1,109669,11.919192,89,153,0,2409.2861,1112.2415,109669,2,6,21651.0
109854,Собачий_полдень,17,109854,13.838384,0,134,233,-710.7501,-2740.657,109854,3,22,63618.54633943857
109879,Поменяться_местами,17,109879,10.0,0,134,233,-819.4512,-2654.9631,109879,1,22,0.0
109912,Индиана_Джонс_и_храм_судьбы,2,109912,15.757576,0,127,167,-2252.267,626.3923,109912,4,3,22515.24978927436
109948,Коммандо_(фильм),17,109948,11.919192,0,134,233,-1024.2089,-2838.9727,109948,2,22,6196.0
110017,Полицейский_из_Беверли-Хиллз,17,110017,15.757576,0,134,233,-999.3647,-2637.0723,110017,4,22,13234.692222258356
110033,Безумно_влюблённый,0,110033,10.0,208,105,0,-2239.5168,1264.2443,110033,1,11,0.0
110073,"Парень-каратист_(фильм,_1984)",20,110073,11.919192,0,159,234,-3063.9355,-2135.399,110073,2,29,3099.0
110092,Братья_Блюз_(фильм),3,110092,10.0,0,158,94,1995.292,2420.0137,110092,1,16,0.0
110189,Поездка_в_Америку,17,110189,10.0,0,134,233,-1060.644,-2706.1948,110189,1,22,0.0
110197,"Кристина_(фильм,_1983)",15,110197,10.0,192,192,192,1111.4264,-1677.5747,110197,1,13,0.0
110293,Три_беглеца,17,110293,11.919192,0,134,233,-1098.2604,-2429.338,110293,2,22,3099.0
110305,Вестсайдская_история_(фильм),9,110305,11.919192,150,127,0,2880.0066,671.5706,110305,2,13,12384.0
110520,Эдвард_Руки-ножницы,9,110520,15.757576,150,127,0,2628.8892,554.5331,110520,4,13,16675.168220504347
110596,Лихорадка_субботнего_вечера,9,110596,11.919192,150,127,0,3169.017,353.6238,110596,2,13,0.0
110627,Игра_смерти_(фильм),17,110627,10.0,0,134,233,-1053.0571,-2655.15,110627,1,22,0.0
110724,Зловещие_мертвецы_2,9,110724,11.919192,150,127,0,3107.425,150.78746,110724,2,13,0.0
110775,Останься_со_мной,15,110775,15.757576,192,192,192,1299.0748,-1789.7252,110775,4,13,9293.000000000002
110797,Высокий_блондин_в_чёрном_ботинке,2,110797,10.0,0,127,167,-2372.037,1126.0525,110797,1,3,0.0
110865,Бриолин_(фильм),9,110865,19.595959,150,127,0,2576.7668,774.44415,110865,6,13,42890.32817113285
110978,Танго_и_Кэш,20,110978,13.838384,0,159,234,-3498.9912,-1990.4626,110978,3,3,29354.98998304285
111163,Полицейский_из_Беверли-Хиллз_2,17,111163,15.757576,0,134,233,-1038.0596,-2558.101,111163,4,22,3099.0
111474,Фантомас_разбушевался,2,111474,11.919192,0,127,167,-2808.8767,841.0252,111474,2,3,3099.0
111475,Фантомас_против_Скотланд-Ярда,2,111475,15.757576,0,127,167,-2880.4001,937.5739,111475,4,3,19161.167364230598
111679,Закусочная_на_колёсах,9,111679,10.0,150,127,0,3389.7202,547.15283,111679,1,13,0.0
112595,Армия_тьмы,9,112595,13.838384,150,127,0,2173.0002,646.4323,112595,3,13,6196.0
113212,Старое_ружьё,10,113212,10.0,195,78,71,229.10303,-1471.1304,113212,1,9,0.0
113478,"Беглец_(фильм,_1993)",9,113478,11.919192,150,127,0,3137.3923,498.2163,113478,2,13,2699.214231032124
113627,Чёрная_стрела_(фильм),10,113627,13.838384,195,78,71,209.97562,-1865.2428,113627,3,9,3099.0
113894,Суспирия,9,113894,10.0,150,127,0,2924.489,501.15213,113894,1,13,0.0
115289,Побег_из_Шоушенка,15,115289,13.838384,192,192,192,899.9174,-1857.6552,115289,3,13,21651.0
115484,Интервью_с_вампиром_(фильм),9,115484,27.272728,150,127,0,2673.779,331.30927,115484,10,13,34358.56930551897
115992,Скользящие,9,115992,10.0,150,127,0,2699.317,246.41795,115992,1,13,0.0
116430,Жан_де_Флоретт,2,116430,21.515152,0,127,167,-2620.6487,463.3426,116430,7,29,26207.944996177255
116454,Манон_с_источника_(фильм),2,116454,17.676767,0,127,167,-2199.7627,709.99475,116454,5,29,4151.778938191119
117407,Шоугёлз,15,117407,17.676767,192,192,192,1317.3876,-1954.8088,117407,5,11,54541.39525318946
118277,Национал-большевистская_партия,33,118277,31.11111,0,140,23,-870.33325,1473.13,118277,12,21,15065.533299453353
118341,"Лесток,_Иоганн_Германн",8,118341,11.919192,163,102,15,2224.6628,-2692.9412,118341,2,11,13032.9321058613
118462,"Фрейндлих,_Алиса_Бруновна",39,118462,25.353535,236,36,133,91.26507,1954.4829,118462,9,3,112833.16334981396
118478,"Светин,_Михаил_Семёнович",18,118478,11.919192,132,111,233,249.21263,2894.9858,118478,2,10,4619.116238537346
118638,"Дворжецкая,_Нина_Игоревна",17,118638,10.0,0,134,233,-542.8914,-2786.436,118638,1,22,0.0
118765,Фагоцитоз,19,118765,11.919192,192,192,192,2244.201,-978.82196,118765,2,17,3099.0
119877,"Кондулайнен,_Елена_Ивановна",11,119877,10.0,192,192,192,1392.2922,-785.06177,119877,1,1,0.0
121320,Силезия,31,121320,19.595959,255,0,77,1152.1173,-1433.9556,121320,6,1,15481.5
121433,Венецианский_кинофестиваль,9,121433,13.838384,150,127,0,2702.9666,533.5664,121433,3,13,35420.885420950406
122123,PDP-11,31,122123,10.0,255,0,77,1063.6492,-1240.8856,122123,1,1,0.0
122651,"Китон,_Бастер",17,122651,10.0,0,134,233,-758.74744,-2566.3826,122651,1,22,0.0
122680,"Кантария,_Мелитон_Варламович",10,122680,11.919192,195,78,71,-244.02211,-1846.5713,122680,2,9,14736.25160457467
122793,ТВ_Центр,30,122793,54.141415,227,65,208,-1368.8724,703.3241,122793,24,10,227124.917018765
122947,"Фуке,_Николя",18,122947,10.0,132,111,233,218.45235,2583.987,122947,1,10,0.0
123097,"Аннан,_Нане",3,123097,10.0,0,158,94,1663.9171,2299.236,123097,1,25,0.0
123306,Рен,26,123306,11.919192,253,65,0,-938.04004,-822.42737,123306,2,2,0.0
123984,"Каверин,_Вениамин_Александрович",27,123984,10.0,192,192,192,-930.4124,-1.2961006,123984,1,22,0.0
