,Label,Modularity Class,wID,size,r,g,b,x,y,Id,Degree,modularity_class,betweenesscentrality
3328253,"Воронин,_Геннадий_Анатольевич",39,3328253,10.0,236,36,133,722.19275,1890.8003,3328253,1,26,0.0
3332829,"Джабраилов,_Расми_Халидович",2,3332829,11.919192,0,127,167,-2359.5415,878.8683,3332829,2,3,3099.0
3336338,Ржевский_против_Наполеона,18,3336338,10.0,132,111,233,-1290.8185,3143.6597,3336338,1,10,0.0
3340029,Газовик_(стадион),29,3340029,13.838384,0,168,182,1403.4396,-299.78778,3340029,3,4,583.7186967498596
3343959,Статистика_Эль-Класико,24,3343959,10.0,0,172,0,-120.31901,1131.0656,3343959,1,0,0.0
3345867,"Моура,_Лукас",24,3345867,11.919192,0,172,0,789.6009,844.36597,3345867,2,0,3697.015124827116
3347459,"Джексон,_Ла_Тойя",32,3347459,17.676767,192,192,192,-737.94324,693.11725,3347459,5,38,618.0000000000628
3347836,"Скворцова,_Вероника_Игоревна",7,3347836,13.838384,192,192,192,2603.9172,-210.46162,3347836,3,31,92.8459735262014
3353543,"Я_люблю_тебя,_жизнь",18,3353543,11.919192,132,111,233,-190.63234,3272.1829,3353543,2,10,0.0
3362518,Приз_лучшему_футболисту_года_в_Европе,26,3362518,13.838384,253,65,0,-154.3428,-1243.344,3362518,3,2,7576.466050177793
3367767,Прокудины-Горские,19,3367767,11.919192,192,192,192,2172.9597,-681.02814,3367767,2,17,0.0
3373032,Знак_«Шахтёрская_слава»,18,3373032,10.0,132,111,233,-1227.7216,2870.4614,3373032,1,10,0.0
3385555,Орден_святого_равноапостольного_князя_Владимира_(УПЦ_МП),18,3385555,10.0,132,111,233,-1133.5212,3350.9172,3385555,1,10,0.0
3390860,Крик_(серия_фильмов),9,3390860,31.11111,150,127,0,3064.8804,555.2473,3390860,12,13,8363.912388772524
3391343,Нева_(шлюп),6,3391343,15.757576,192,192,192,-1403.988,2359.0369,3391343,4,23,1.6666666666666665
3414611,"Утёсова,_Эдит_Леонидовна",18,3414611,15.757576,132,111,233,-732.6052,2273.7307,3414611,4,10,5175.942376708599
3416680,"Кривонос,_Виктор_Антонович",37,3416680,10.0,192,192,192,-1313.0665,1648.9531,3416680,1,3,0.0
3417004,"Макаров,_Василий_Иванович",39,3417004,10.0,236,36,133,386.68973,2046.1874,3417004,1,3,0.0
3419912,Список_королей_Арнора,38,3419912,42.626263,192,192,192,956.3333,-3345.6626,3419912,18,32,328.7487860337399
3427054,"Матюиди,_Блез",24,3427054,15.757576,0,172,0,643.04297,102.719635,3427054,4,0,1568.86759571478
3431670,"Суркова,_Наталья_Станиславовна",37,3431670,13.838384,192,192,192,-1740.1261,1492.2802,3431670,3,16,9808.541803301961
3433464,"Дембеле,_Мусса_(бельгийский_футболист)",26,3433464,11.919192,253,65,0,-1045.3572,-1162.8058,3433464,2,2,3099.0
3433705,Эммануил_(Адамакис),41,3433705,10.0,155,95,153,-2244.0815,-3148.132,3433705,1,10,0.0
3438100,Пурпурная_дива,15,3438100,15.757576,192,192,192,1139.4757,-2072.4966,3438100,4,13,1547.0
3438138,"Алькасер,_Пако",24,3438138,21.515152,0,172,0,-398.72983,762.5774,3438138,7,0,8918.078202337174
3438785,"Джаккерини,_Эмануэле",24,3438785,19.595959,0,172,0,-121.8025,148.82729,3438785,6,0,909.7752697844735
3439881,Evil_Geniuses,40,3439881,19.595959,192,192,192,-1809.2296,1786.114,3439881,6,19,1944.1739351524388
3450195,"Бернат,_Хуан",26,3450195,13.838384,253,65,0,-971.00854,-1143.5695,3450195,3,2,3104.0007076257066
3454789,Курбан,16,3454789,15.757576,98,125,18,1905.9156,-1970.8081,3454789,4,33,3099.0
3460664,Десантные_корабли_типа_«Циньчэньшань»,11,3460664,11.919192,192,192,192,1479.5463,-852.3059,3460664,2,5,3099.0
3462699,Список_гномов_Средиземья,38,3462699,61.818184,192,192,192,1597.4362,-3273.9377,3462699,28,32,91218.09334418885
3464537,Дурин_(Средиземье),38,3464537,33.030304,192,192,192,276.63522,-4059.753,3464537,13,32,1.4655315874356123
3465989,"Рыков,_Владимир_Владимирович",29,3465989,23.434343,0,168,182,795.25793,63.941124,3465989,8,4,112667.56886326714
3466649,"Зиновьев,_Николай_Николаевич",18,3466649,17.676767,132,111,233,-595.5703,3628.6377,3466649,5,16,6197.5
3467569,Список_стран_по_добыче_природного_газа,26,3467569,11.919192,253,65,0,-1390.8071,-1539.2089,3467569,2,2,3099.0
3467576,Список_стран_по_добыче_угля,26,3467576,10.0,253,65,0,-1114.9712,-1339.4725,3467576,1,2,0.0
3467968,"Погребняк,_Кирилл_Викторович",29,3467968,10.0,0,168,182,1690.0764,260.5994,3467968,1,4,0.0
3476781,Драконы_(Средиземье),38,3476781,65.65657,192,192,192,535.9967,-3622.8762,3476781,30,32,715.1945371437039
3478462,Ельцин._Три_дня_в_августе,14,3478462,25.353535,0,134,82,-2880.0068,-85.75204,3478462,9,7,26014.163014247926
3484731,Новая_машина_Майка,15,3484731,15.757576,192,192,192,931.79987,-2007.3264,3484731,4,11,246.6365533633037
3488180,Стугна-П,14,3488180,11.919192,0,134,82,-2321.6653,306.12936,3488180,2,7,657.4635190502388
3488507,Редут_(зенитный_ракетный_комплекс),11,3488507,13.838384,192,192,192,1919.16,-759.88257,3488507,3,5,217.00736003540763
3491303,"Экипаж_(фильм,_2012)",9,3491303,10.0,150,127,0,2946.5334,313.2484,3491303,1,13,0.0
3500033,Жила-была_одна_баба,33,3500033,11.919192,0,140,23,-490.34207,1409.5908,3500033,2,21,3099.0
3507352,Дума_о_Ковпаке,10,3507352,23.434343,195,78,71,447.24762,-1679.5974,3507352,8,9,30933.833333333336
3509321,Дневник_Жеребцовой_Полины,33,3509321,10.0,0,140,23,-846.98254,1219.1788,3509321,1,1,0.0
3519468,Список_персонажей_серии_романов_«Вампирские_хроники»,9,3519468,23.434343,150,127,0,2217.608,729.3146,3519468,8,13,0.0
3523341,"Повешение,_потрошение_и_четвертование",17,3523341,10.0,0,134,233,-795.5923,-2841.2307,3523341,1,22,0.0
3525863,Торнадо_(РСЗО),14,3525863,10.0,0,134,82,-2193.8687,87.04494,3525863,1,7,0.0
3529910,Коке,25,3529910,17.676767,192,192,192,-163.8982,-1041.6715,3529910,5,2,2968.586001121392
3531981,"Дремлюга,_Владимир_Александрович",27,3531981,21.515152,192,192,192,-617.69403,21.15969,3531981,7,22,0.0
3536502,"Доусон,_Джозеф",20,3536502,11.919192,0,159,234,-3579.8774,-1599.1337,3536502,2,29,0.0
3537241,"Красовский,_Антон_Вячеславович",7,3537241,10.0,192,192,192,2504.3381,-63.85457,3537241,1,10,0.0
3542049,Гильфи_Сигурдссон,29,3542049,11.919192,0,168,182,1614.6644,330.8096,3542049,2,4,283.2331487446855
3545448,Гипотезы_о_гомосексуальности_Николая_Гоголя,21,3545448,13.838384,0,136,132,-3071.1873,-409.09933,3545448,3,3,0.0
3548320,Список_подсудимых_процесса_над_«семёновцами»,18,3548320,11.919192,132,111,233,-305.54047,3520.9395,3548320,2,10,0.0
3559203,Малефисента,17,3559203,17.676767,0,134,233,-699.8964,-2600.447,3559203,5,22,16617.19198358672
3560156,Нейтан_Дрейк_(персонаж),2,3560156,10.0,0,127,167,-2795.5093,955.4887,3560156,1,5,0.0
3572898,"Макаров,_Андрей_Михайлович",30,3572898,11.919192,227,65,208,-1446.2532,248.52402,3572898,2,27,0.0
3574851,"Гигинеишвили,_Реваз_Давидович",11,3574851,11.919192,192,192,192,1785.3049,-741.3187,3574851,2,1,9291.0
3578289,Временная_петля,17,3578289,10.0,0,134,233,-706.829,-2477.7146,3578289,1,22,0.0
3581810,"Острова_Святой_Елены,_Вознесения_и_Тристан-да-Кунья",21,3581810,17.676767,0,136,132,-2750.4482,-546.8705,3581810,5,12,17021.5
3583089,"Роу,_Дебби",32,3583089,15.757576,192,192,192,-712.0312,771.3451,3583089,4,38,0.0
3588615,"Бертенс,_Кики",31,3588615,10.0,255,0,77,624.768,-1120.7328,3588615,1,27,0.0
3588755,"Хан,_Имран",6,3588755,11.919192,192,192,192,-1600.0978,2165.475,3588755,2,23,2012.5421344071722
3589153,"Фролов,_Евгений_Константинович",29,3589153,13.838384,0,168,182,1034.1823,348.12094,3589153,3,4,15.311327561327557
3592336,"Титаник_(фильм,_1953)",20,3592336,27.272728,0,159,234,-2854.005,-1271.1445,3592336,10,29,2.0347105508870214
3602062,"Киркоров,_Бедрос_Филиппович",18,3602062,21.515152,132,111,233,-1287.4014,2575.435,3602062,7,10,18903.06605056011
3606035,"Девушка,_которая_играла_с_огнём",35,3606035,21.515152,192,192,192,-1244.4667,1015.35205,3606035,7,36,0.16666666666666666
3618135,"Бабич,_Михаил_Викторович",7,3618135,21.515152,192,192,192,2383.9075,-399.01556,3618135,7,31,5317.5536427478255
3639626,Бакинский_олимпийский_стадион,26,3639626,17.676767,253,65,0,-880.21136,-640.0935,3639626,5,2,24.885218008824413
3640220,"Елагин,_Александр_Викторович",29,3640220,13.838384,0,168,182,1749.3772,567.96106,3640220,3,4,14908.0179517435
3641742,"Ханкишиев,_Сталик",2,3641742,10.0,0,127,167,-2726.1792,723.6858,3641742,1,5,0.0
3642843,"Зейналова,_Светлана_Автандиловна",18,3642843,11.919192,132,111,233,-410.21536,3079.398,3642843,2,28,21651.0
3644491,Dragostea_Din_Tei,18,3644491,10.0,132,111,233,-1367.2076,2762.0764,3644491,1,10,0.0
3644581,Рита_Уилсон,9,3644581,10.0,150,127,0,2975.8413,608.6215,3644581,1,13,0.0
3654349,Памятник_Ленину_(Улан-Удэ),24,3654349,19.595959,0,172,0,71.33759,219.09952,3654349,6,0,20559.377948545978
3669115,"Девушка,_которая_взрывала_воздушные_замки",35,3669115,19.595959,192,192,192,-1156.4551,1151.3325,3669115,6,36,0.0
3670026,QWERTZ,28,3670026,17.676767,192,192,192,767.6836,-527.97217,3670026,5,18,0.0
3671693,"Полоз,_Дмитрий_Дмитриевич",29,3671693,23.434343,0,168,182,1485.7375,355.01706,3671693,8,4,6749.513980766748
3672033,Ночь_Бараат,16,3672033,21.515152,98,125,18,2129.7988,-2104.0776,3672033,7,33,2.0682900432900433
3672484,"Эдвардс,_Эдди",9,3672484,10.0,150,127,0,2445.388,561.0935,3672484,1,13,0.0
3676806,Ту-214СР,7,3676806,13.838384,192,192,192,2374.955,-439.61514,3676806,3,31,6394.721127603479
3683163,"Колчин,_Дмитрий_Юрьевич",21,3683163,13.838384,0,136,132,-3263.4492,-697.8832,3683163,3,12,15672.610510834618
3687771,"Дмитриева,_Людмила_Борисовна",16,3687771,11.919192,98,125,18,1744.1573,-2042.5839,3687771,2,3,6756.999876398462
3692117,ОГПУ_при_СНК_СССР,10,3692117,10.0,195,78,71,431.96613,-1442.7672,3692117,1,22,0.0
3703348,"Титаник_(фильм,_1943)",20,3703348,42.626263,0,159,234,-3188.212,-2044.7213,3703348,18,29,612.859817033799
3704057,Moscow_Five,40,3704057,15.757576,192,192,192,-1951.2394,1824.3013,3704057,4,19,6197.000000000001
3713956,Лудогорец,26,3713956,27.272728,253,65,0,-861.1024,-420.1952,3713956,10,2,542.90538014413
3714673,Крымский_Титан,41,3714673,15.757576,155,95,153,-2343.3743,-2765.2632,3714673,4,8,6237.147045872529
3715313,"Сеничкин,_Руслан_Викторович",37,3715313,10.0,192,192,192,-1732.5148,1558.4569,3715313,1,16,0.0
3715365,"Тальков,_Игорь_Игоревич",2,3715365,10.0,0,127,167,-2958.41,746.8428,3715365,1,5,0.0
3720366,"Газманов,_Родион_Олегович",30,3720366,13.838384,227,65,208,-2054.8523,425.7032,3720366,3,10,3243.3240710302907
3730103,"Харламов,_Александр_Валерьевич",2,3730103,10.0,0,127,167,-2572.6025,837.82874,3730103,1,3,0.0
3730146,Лисбет_Саландер,35,3730146,21.515152,192,192,192,-1563.6821,1140.7834,3730146,7,36,0.16666666666666666
3731464,"Захарченко,_Виталий_Юрьевич",41,3731464,19.595959,155,95,153,-2618.526,-2913.979,3731464,6,8,8245.212711959628
3735157,"Рождественская,_Екатерина_Робертовна",30,3735157,11.919192,227,65,208,-1403.364,457.19342,3735157,2,10,4344.501358116067
3741179,"Коломийцева,_Анна_Андреевна",39,3741179,13.838384,236,36,133,1496.3328,1750.0527,3741179,3,26,18564.0
3747466,"Шадли,_Насер",26,3747466,10.0,253,65,0,-1248.1727,-1211.6583,3747466,1,2,0.0
3751368,"Паранорман,_или_Как_приручить_зомби",17,3751368,10.0,0,134,233,-1018.8964,-2764.557,3751368,1,22,0.0
3757181,"Стротман,_Кевин",24,3757181,19.595959,0,172,0,349.70236,171.85315,3757181,6,0,164.60623801119823
3758030,Законодательные_запреты_пропаганды_гомосексуализма_в_России,7,3758030,11.919192,192,192,192,2700.6033,-353.70688,3758030,2,10,0.0
3758137,Суть_времени_(движение),30,3758137,11.919192,227,65,208,-1663.1919,747.36017,3758137,2,18,1532.817044327863
3758519,Похищение_Прозерпины,3,3758519,10.0,0,158,94,1803.1686,2264.3752,3758519,1,16,0.0
3760044,"Смирнова,_Светлана_Станиславовна",15,3760044,11.919192,192,192,192,1078.8469,-1986.3931,3760044,2,11,9069.92735444334
3768543,Игра_изменилась,1,3768543,21.515152,89,153,0,1997.4971,894.27563,3768543,7,6,3107.2666666666696
3786810,Боровское_шоссе_(станция_метро),5,3786810,56.060608,192,192,192,3112.0063,-1647.1254,3786810,25,30,3954.0346339327207
3790116,"Титаник_(телесериал,_2012)",20,3790116,50.303032,0,159,234,-3203.412,-1943.5702,3790116,22,29,5753.675265227914
3799898,Музыкальная_педагогика,18,3799898,17.676767,132,111,233,12.12513,2593.9753,3799898,5,10,3720.027110881437
3809816,Саган_Тосу,24,3809816,10.0,0,172,0,544.4149,620.6434,3809816,1,0,0.0
3829874,Баракат,16,3829874,13.838384,98,125,18,1995.2017,-2085.3308,3829874,3,33,0.0
3846611,Нашествие_Тохтамыша_на_Москву,14,3846611,11.919192,0,134,82,-2055.2424,-69.57398,3846611,2,7,3099.0
3863890,Братья_Хьюз,20,3863890,10.0,0,159,234,-3050.8713,-1403.8462,3863890,1,29,0.0
3871465,Прекрасные_создания,4,3871465,13.838384,192,192,192,-2709.2515,-725.9612,3871465,3,14,9293.0
3876874,Акхисар_Беледиеспор,26,3876874,11.919192,253,65,0,-1080.3201,-1125.273,3876874,2,2,484.62075092247136
3877363,"Брусиловский,_Миша_Шаевич",39,3877363,10.0,236,36,133,997.1273,1979.1962,3877363,1,3,0.0
3879792,Орден_Святой_великомученицы_Екатерины_(Российская_Федерация),8,3879792,11.919192,163,102,15,1912.8486,-2892.719,3879792,2,11,9923.172200551446
3879824,Знак_отличия_«За_благодеяние»,18,3879824,17.676767,132,111,233,90.485115,2122.6736,3879824,5,10,4984.555323814722
3883793,"Кошелева,_Маргарита_Николаевна",39,3883793,10.0,236,36,133,487.40588,2059.929,3883793,1,3,0.0
3889752,Рапунцель_(Дисней),17,3889752,10.0,0,134,233,-1091.3724,-2910.4285,3889752,1,22,0.0
3895579,Тальбия,16,3895579,31.11111,98,125,18,2273.6934,-2017.9684,3895579,12,33,4453.291283362361
3901258,Орден_«За_заслуги_перед_Республикой_Дагестан»,18,3901258,10.0,132,111,233,-298.1954,2111.0518,3901258,1,10,0.0
3911238,"Голодец,_Ольга_Юрьевна",7,3911238,17.676767,192,192,192,2401.4158,-44.773125,3911238,5,31,20952.588319757546
3911382,"Новак,_Александр_Валентинович",7,3911382,10.0,192,192,192,2492.6277,-309.51572,3911382,1,31,0.0
3911440,"Соколов,_Максим_Юрьевич_(государственный_деятель)",18,3911440,15.757576,132,111,233,-817.45294,3496.5005,3911440,4,10,4203.837284696088
3912673,"Малофеев,_Константин_Валерьевич",41,3912673,10.0,155,95,153,-1719.1846,-2497.0376,3912673,1,8,0.0
3915415,"Щапова,_Елена_Сергеевна",33,3915415,11.919192,0,140,23,-418.02463,1506.2896,3915415,2,21,0.0
3931532,"Петришенко,_Игорь_Викторович",6,3931532,13.838384,192,192,192,-1373.6595,2274.013,3931532,3,23,1546.3333333333335
3937212,Срок_(фильм),33,3937212,15.757576,0,140,23,-653.05585,1251.5486,3937212,4,21,955.556496506958
3946022,AN/TPQ-36,14,3946022,11.919192,0,134,82,-2589.083,-29.393053,3946022,2,7,3098.9999999999995
3949910,Фрол_и_Лавёр_—_лошадники,12,3949910,10.0,192,192,192,1151.5526,884.3536,3949910,1,34,0.0
3953034,Население_Московской_области,14,3953034,11.919192,0,134,82,-2775.648,-153.78325,3953034,2,15,3099.0
3960706,Machine_Gun_Kelly,32,3960706,10.0,192,192,192,-636.80804,592.42053,3960706,1,38,0.0
3965824,Население_Сахалинской_области,14,3965824,10.0,0,134,82,-2756.35,-276.24094,3965824,1,15,0.0
3983080,"Стивенс,_Слоан",30,3983080,19.595959,227,65,208,-2027.6493,177.04092,3983080,6,27,914.7006175978979
3984513,"Калпо,_Оливия",9,3984513,13.838384,150,127,0,2808.8845,981.3144,3984513,3,13,12387.0
3986790,"Лошак,_Марина_Девовна",16,3986790,11.919192,98,125,18,2123.6633,-1366.6832,3986790,2,10,78.83679340963215
3994210,"Джорджевич,_Лука",25,3994210,10.0,192,192,192,330.62125,-557.70966,3994210,1,2,0.0
4003358,Большие_глаза,9,4003358,11.919192,150,127,0,3300.74,500.64392,4003358,2,13,0.0
4010788,"Шрёдер-Кёпф,_Дорис",3,4010788,11.919192,0,158,94,1797.3729,2187.0737,4010788,2,16,0.0
4011844,PlayStation_(серия_игровых_консолей),2,4011844,19.595959,0,127,167,-2225.4502,926.25854,4011844,6,5,6196.0
4017691,Малефисента_(фильм),17,4017691,23.434343,0,134,233,-915.2909,-2886.6362,4017691,8,22,18045.082157815305
4019700,"Панюков,_Андрей_Владимирович",29,4019700,10.0,0,168,182,1318.6488,120.413864,4019700,1,4,0.0
4021516,"Ступка,_Остап_Богданович",10,4021516,11.919192,195,78,71,385.97623,-1965.261,4021516,2,22,0.0
4021556,"Хайленд,_Дайана",9,4021556,10.0,150,127,0,3109.3508,813.42914,4021556,1,13,0.0
4022729,"Сироткин,_Сергей_Олегович",22,4022729,15.757576,192,192,192,-200.46455,-207.33606,4022729,4,24,1.8333333333333333
4023631,Ошаканская_битва,21,4023631,11.919192,0,136,132,-3217.7595,-587.25446,4023631,2,12,45050.16505448143
4023687,Железнодорожные_происшествия_в_СССР,41,4023687,15.757576,155,95,153,-2041.2765,-2461.7585,4023687,4,8,9291.5
4024419,Акер_(стадион),26,4024419,15.757576,253,65,0,-559.63226,-1294.4299,4024419,4,2,50.90096017433553
