,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
1521671,Chevening,1521671,5,0,4754.763112931683,Q1070927
1528175,Jimmy Edwards,1528175,2,15,4646.0,Q6200068
1530047,Ernest Mangnall,1530047,1,29,0.0,Q706085
1533145,Bryan Forbes,1533145,4,27,207368.0,Q850385
1539618,Finnish Security Intelligence Service,1539618,12,11,429903.3054315436,Q549972
1544048,Nerve (website),1544048,1,28,0.0,Q6996792
1547794,Chili Davis,1547794,4,6,4653.596112057878,Q2963613
1557324,Sears Modern Homes,1557324,1,33,0.0,Q7441786
1558004,WJBK,1558004,12,6,740181.2433966711,Q3564701
1560739,South African Reserve Bank,1560739,5,28,2325.8333333333335,Q912920
1568600,Wes Parker,1568600,1,6,0.0,Q7983740
1569647,Shirley Povich,1569647,2,7,0.0,Q3482361
1570709,Fernando Rodney,1570709,6,6,5077.4034521322965,Q331916
1571523,Joseph Tydings,1571523,4,17,18029.129136321462,Q6217509
1576603,Los Conquistadores,1576603,3,20,0.0,Q6682648
1584677,War of the Regulation,1584677,5,22,22.0,Q3444492
1585656,Sheffield Shield,1585656,1,18,0.0,Q2470981
1587360,Hurricane Carol,1587360,24,19,930.4781229330808,Q3108734
1588924,Seth Meyers,1588924,3,30,18188.216391311256,Q14536
1591541,Matt Stover,1591541,2,9,4646.0,Q473253
1591973,"Hush...Hush, Sweet Charlotte",1591973,2,30,13932.0,Q631947
1593342,Jorge de la Rosa,1593342,3,6,871.1370331580009,Q3183906
1604369,Psmith,1604369,3,8,0.0,Q3924999
1609874,Chellie Pingree,1609874,9,1,48497.560371711865,Q457243
1610263,Mark Curry (television presenter),1610263,11,20,55620.0,Q6767224
1610528,Charlie Ward,1610528,4,9,5540.263215826826,Q71980
1615666,Mons Meg,1615666,1,37,0.0,Q952412
1616787,Marcos Ambrose,1616787,19,35,2193.687430333635,Q726806
1618055,World Bank Chief Economist,1618055,5,25,4918.854379199241,Q2628663
1619727,John August,1619727,3,17,76688.8144894319,Q543697
1623636,Alexandre Prémat,1623636,13,35,1.2354577998540845,Q532989
1628681,Shailendra dynasty,1628681,1,11,0.0,Q1148477
1631951,Water speed record,1631951,2,35,4646.0,Q1420845
1632587,The Bad News Bears in Breaking Training,1632587,3,6,9291.0,Q7715289
1636015,NASA Astronaut Group 2,1636015,22,26,72542.98777378355,Q2409842
1638760,AsiaWorld–Expo,1638760,3,24,184319.0,Q4806334
1640361,Earl of Dumbarton,1640361,3,0,0.0,Q5326263
1642915,P. J. Carlesimo,1642915,4,31,86618.19379921923,Q2330456
1643170,Hugh Lloyd,1643170,1,27,0.0,Q3399230
1643269,Dick Johnson (racing driver),1643269,22,35,1395.015412222645,Q5273063
1647218,List of airports in Cape Verde,1647218,2,37,0.0,Q1503372
1647473,Road Atlanta,1647473,6,31,45442.49999999765,Q964148
1647985,Shoot the Piano Player,1647985,3,7,0.0,Q476439
1652935,Nicolás Burdisso,1652935,3,5,2322.5,Q205188
1657111,Chris Barnes (actor),1657111,1,6,0.0,Q5105818
1658942,Milena Dravić,1658942,5,8,13935.0,Q917301
1661124,Cancer immunotherapy,1661124,4,16,0.0,Q2012719
1661638,Harvey Kuenn,1661638,1,6,0.0,Q3128037
1666604,Davie Cooper,1666604,3,10,6162.986706651149,Q2710296
1673620,Howard Kurtz,1673620,3,7,97076.58351186976,Q5920141
1676757,Scott Kazmir,1676757,1,42,0.0,Q1356611
1677106,Henry Iba,1677106,3,14,0.0,Q1347518
1677192,"Catherine, Duchess of Cambridge",1677192,19,0,414146.83185852045,Q10479
1677893,Susan Estrich,1677893,2,7,9290.0,Q7647808
1678830,Cheryl Baker,1678830,6,20,50996.0,Q5092688
1688729,"Guy Innes-Ker, 10th Duke of Roxburghe",1688729,3,0,76.14664134161656,Q335398
1695615,Rex Chapman,1695615,4,31,55620.0,Q1463192
1701360,Hong Kong cuisine,1701360,6,24,161518.65105748567,Q1036629
1704473,Sam Jones (basketball),1704473,10,14,43717.41450414756,Q440357
1707829,Dave Blaney,1707829,1,31,0.0,Q3017138
1712673,Pancras of Rome,1712673,1,11,0.0,Q336731
1714816,Tadawul,1714816,5,11,189948.85198851887,Q2006583
1714915,Citizens for Responsibility and Ethics in Washington,1714915,2,25,0.0,Q569743
1715414,In the Heat of the Night (film),1715414,3,30,59764.858588941875,Q622240
1716038,MBB Bo 105,1716038,1,11,0.0,Q835768
1718369,Speech (rapper),1718369,2,30,0.0,Q7575368
1718752,Tim Hunt,1718752,4,16,0.0,Q309977
1721033,Wedding of Prince Charles and Camilla Parker Bowles,1721033,13,0,301561.5406658036,Q3291135
1722911,Frank McGuire,1722911,7,14,65824.19839900873,Q3751872
1722994,Castres Olympique,1722994,8,23,9309.031746031746,Q964957
1725690,Roberto Clemente Award,1725690,4,30,7159.583225783835,Q3405246
1729155,Carole Ann Ford,1729155,2,8,0.0,Q2364161
1730698,Kathy Lette,1730698,1,39,0.0,Q6377255
1733087,Dragan Nikolić,1733087,3,8,23210.0,Q1252125
1738700,Mitch Kupchak,1738700,2,14,4646.0,Q616436
1750016,Borislav Stanković,1750016,4,14,4646.0,Q2357026
1750635,Richard Gasquet,1750635,5,2,9379.717065169303,Q209436
1751550,Compagnie des Carabiniers du Prince,1751550,1,11,0.0,Q16827639
1759591,Gareth Thomas (rugby),1759591,1,22,0.0,Q949204
1766473,Kenneth Rogoff,1766473,4,25,14181.433028259198,Q955794
1767416,Devery Henderson,1767416,9,9,13622.750423604433,Q3706274
1771141,BC Rytas,1771141,7,3,10836.999999999458,Q46942
1779568,Mediterranean and Middle East theatre of World War II,1779568,12,27,26176.91428571655,Q696817
1780756,Mishaal bint Fahd bin Mohammed Al Saud,1780756,6,11,4957.805124299248,Q3270592
1782265,Melvin J. Ballard,1782265,16,43,0.0,Q6813988
1783460,1993 Stanley Cup Finals,1783460,6,33,152888.49890453336,Q4588796
1789779,Literae humaniores,1789779,2,0,0.0,Q6647565
1793984,General Magic,1793984,1,6,0.0,Q1501629
1795085,Mark Robins,1795085,2,38,4646.0,Q1900410
1796258,Jackie Blanchflower,1796258,6,29,0.2,Q59608
1796276,Johnny Berry,1796276,11,29,18556.2,Q1702298
1796329,Harry Gregg,1796329,8,29,18575.0,Q546107
1796931,St. George Island Bridge,1796931,5,19,5.339078115969785,Q2432710
1797337,Illinois–Purdue football rivalry,1797337,2,31,0.0,Q7260973
1797869,David Bell (baseball),1797869,4,6,24.820806002156502,Q421455
1798355,Michigan State–Penn State football rivalry,1798355,5,31,9290.5,Q6483902
1799024,Lesley Stahl,1799024,5,25,14917.688329324039,Q451695
1803223,Jim Leavitt,1803223,2,31,990.8546838037174,Q6196344
1803446,Turki bin Faisal Al Saud,1803446,8,11,237056.40789019864,Q4165651
1806210,List of awards and nominations received by Mariah Carey,1806210,3,12,2774.828571428866,Q1003796
1815143,Andy Farrell,1815143,11,23,162914.14364066842,Q2849107
1816406,Torridge and West Devon (UK Parliament constituency),1816406,1,0,0.0,Q875359
1822436,Chien-Ming Wang,1822436,2,6,967.2909905157726,Q706446
1825719,Jacques Demers,1825719,3,33,0.0,Q927215
1828331,Hearts and Minds (film),1828331,1,30,0.0,Q3280602
1834733,"Saint-Pierre, Martinique",1834733,4,26,4644.0,Q589980
1836337,Badroulbadour,1836337,4,17,0.0,Q1812955
1839440,Kenny Jackett,1839440,5,38,23219.0,Q10601
1840612,Communist Party of Luxembourg,1840612,6,17,0.0,Q321673
1840798,Sabrina Spellman,1840798,4,30,3092.66666666669,Q3944383
1841102,Aykut Kocaman,1841102,1,13,0.0,Q793007
1841795,Strike rate,1841795,2,18,0.0,Q7623811
1843684,Gregory Winter,1843684,12,16,9664.919027046193,Q1545000
1846915,Stadion Maksimir,1846915,8,13,37320.67043456478,Q723603
1847160,Frenchie Davis,1847160,2,30,0.0,Q5502694
1847907,Rolf Benirschke,1847907,1,9,0.0,Q7360696
1850820,Geoffrey Cox (British politician),1850820,6,0,13935.5,Q291303
1853148,Torque (film),1853148,2,17,4646.0,Q670055
1853920,Tommy Nobis,1853920,3,9,289.64950304750283,Q543544
1854100,Felix Aylmer,1854100,2,27,13932.0,Q1403322
1854850,James Brokenshire,1854850,2,0,0.0,Q265140
1856347,Ray Lindwall,1856347,6,18,4.688369963369962,Q462187
1856555,Jesse Cook,1856555,1,7,0.0,Q1772432
1857299,Station Casinos,1857299,1,4,0.0,Q7604227
1858074,Zhou Yongkang,1858074,4,17,4646.0,Q198042
1858255,Australian cricket team in England in 1948,1858255,7,18,1996.2702181876475,Q3535454
1864145,Beach soccer,1864145,3,34,5.5,Q210778
1864848,Leopold Joseph von Daun,1864848,5,13,32.351346983886565,Q93365
1867215,Giovane Élber,1867215,2,5,23210.0,Q44815
1869684,Eisenstadt v. Baird,1869684,1,17,0.0,Q4058832
1871869,Tobias Ellwood,1871869,2,0,4646.0,Q303299
1873595,James Duddridge,1873595,2,0,0.0,Q302309
1873790,"Spartan Stadium (East Lansing, Michigan)",1873790,2,31,0.0,Q2164621
1874032,Kenan Memorial Stadium,1874032,3,22,7583.395331553456,Q1627986
1874380,Logan Mankins,1874380,2,9,4646.000000000002,Q364829
1879388,Kid Flash (Iris West),1879388,2,14,0.5492424242424242,Q3802007
1879660,Pair (parliamentary convention),1879660,2,1,4646.0,Q2046512
1884293,J. J. Hardy,1884293,1,6,0.0,Q2759141
1891105,Operation Jaywick,1891105,8,27,188.41666666666666,Q7097191
1893109,Tom Scott (musician),1893109,3,30,13932.0,Q1651279
1894530,"Gopalpur, Odisha",1894530,1,19,0.0,Q1747725
1896881,Christopher Trace,1896881,11,20,24845.753142939582,Q5113340
1901697,Meadow Lane,1901697,2,5,23210.0,Q1192396
1901908,Centennial Bank Stadium,1901908,1,19,0.0,Q6541587
1901987,Jack Trice Stadium,1901987,5,31,532.2505592612879,Q3157332
1906038,Pat Dye,1906038,2,31,14597.172865911545,Q7143415
1906215,Alternative Democratic Reform Party,1906215,6,17,0.0,Q339280
1906471,Port-de-Paix,1906471,3,19,13932.0,Q951602
1906791,Douglas Nicholls,1906791,2,22,0.0,Q447675
1908011,Al Lang Stadium,1908011,8,6,247.39188207748862,Q6087682
1908661,Leila Williams,1908661,2,20,0.0,Q6519912
1908702,Tina Heath,1908702,10,20,0.0,Q7807906
1911924,Mark Walters,1911924,2,5,27846.0,Q762449
1915735,Terry Rossio,1915735,2,17,0.0,Q942914
1920448,Brisbane Bullets,1920448,5,3,142949.63457808472,Q2925638
1926932,Beneš decrees,1926932,2,17,0.0,Q165559
1928408,Chanel No. 5,1928408,3,0,9689.976233965956,Q820507
1950983,Nayef bin Abdulaziz Al Saud,1950983,10,11,6035.677085288043,Q317832
1953702,Dargins,1953702,10,4,22379.839052467425,Q274356
1955249,Lynne Austin,1955249,1,6,0.0,Q6709342
1956177,National Board of Review,1956177,6,21,27860.0,Q1133614
1958537,Knoxville Ice Bears,1958537,1,4,0.0,Q1777579
1959650,Markus Rosenberg,1959650,2,38,23210.0,Q107796
1962249,Vanderbilt Commodores,1962249,4,31,19007.309575759606,Q2986819
1964153,The Haunting of Hill House,1964153,6,0,18581.166666666668,Q3819311
1969800,ASVEL Basket,1969800,7,3,6193.000000000299,Q4089
1974234,List of members of the Quorum of the Twelve Apostles (LDS Church),1974234,18,43,3976.3364213731925,Q3251720
1979580,List of U.S. states and territories by income,1979580,2,26,0.0,Q6601002
1987977,Dustin Colquitt,1987977,12,9,9990.780169269112,Q5317085
1990968,Dmitry Rogozin,1990968,2,26,0.0,Q737463
1994357,Dorothy DeLay,1994357,1,8,0.0,Q452057
1995645,Gary Danielson,1995645,7,31,26420.98570347957,Q5524941
1999326,"National Stadium, Singapore",1999326,2,10,4646.0,Q4201688
2000149,Hit and run (baseball),2000149,1,42,0.0,Q1052994
2001394,Midnight Lace,2001394,3,26,9291.0,Q680594
2002091,Bert Jones,2002091,8,9,16004.154419599245,Q1984860
2002224,Party of Democratic Progress,2002224,8,24,2.6666666666666665,Q1648272
2015656,Davis Wade Stadium,2015656,5,31,12209.090447400798,Q949608
2015774,Twin Ring Motegi,2015774,1,31,0.0,Q1420895
2023707,50 goals in 50 games,2023707,2,33,2243.5712209983626,Q241431
2029145,United States v. Booker,2029145,1,1,0.0,Q7893229
2031104,Tropical Storm Alberto (1994),2031104,11,19,1616.13908113704,Q3301360
2034453,Shaun Rogers (American football),2034453,3,36,25318.98473133704,Q7490955
2036596,Paul Menard,2036596,8,31,18635.256468490858,Q2879369
2041164,List of female Nobel laureates,2041164,15,16,11388.65902423686,Q865089
2054078,Thom Brennaman,2054078,7,6,65866.86499969396,Q3249025
2055287,Chirped pulse amplification,2055287,9,16,51.45374486624486,Q905436
2059048,Formula D,2059048,1,31,0.0,Q508901
2061593,John Sentamu,2061593,5,0,244875.37377652497,Q336564
2064788,Silesian Stadium,2064788,7,13,128013.57506704694,Q599592
2067849,Alex Witt,2067849,1,25,0.0,Q4718000
2074276,Rag Doll (character),2074276,7,14,4096.477236693547,Q11052262
2075100,Stary Oskol,2075100,1,4,0.0,Q196486
2079078,Joseph Calleia,2079078,1,21,0.0,Q1604757
2082570,University of Burundi,2082570,1,16,0.0,Q719925
2088125,Randy Wolf,2088125,3,6,966.5027780720653,Q1064771
2089760,Chris Tremlett,2089760,1,3,0.0,Q5108308
2102224,Conservation in Hong Kong,2102224,4,24,70208.74768852,Q5162969
2103113,Hannah Pingree,2103113,2,1,77.1473595848598,Q5648933
2103336,List of Ligue 1 top scorers,2103336,2,5,4646.0,Q1824782
2107034,Feliciano López,2107034,2,2,0.0,Q223695
2109126,Pat Murphy (baseball coach),2109126,1,42,0.0,Q2394087
2112015,BaBalu,2112015,6,30,0.0,Q1403789
2112133,Carl Hooper,2112133,2,18,4645.999999999999,Q5040337
2112220,Cristie Kerr,2112220,2,3,0.0,Q455448
2116565,National Football League Comeback Player of the Year Award,2116565,4,9,11406.879787806973,Q945830
2126972,Akin Gump Strauss Hauer & Feld,2126972,1,1,0.0,Q4701049
2139949,Countryfile,2139949,6,22,68345.24770107509,Q5177539
2140849,Stanley Edgar Hyman,2140849,2,0,0.0,Q7599575
2142322,Gérard Mourou,2142322,15,16,9067.911379495117,Q556543
2150764,Allauddin Khan,2150764,5,28,3094.6666666665983,Q2837826
2151951,Salinas Pueblo Missions National Monument,2151951,1,1,0.0,Q1477930
2156994,Teach Me Tonight,2156994,2,8,4646.0,Q3516678
2157065,The DeCastro Sisters,2157065,1,8,0.0,Q7729264
2157962,Moratorium to End the War in Vietnam,2157962,1,26,0.0,Q6909299
2161110,Aidy Boothroyd,2161110,2,13,23210.0,Q10611
2161754,Mickey Rivers,2161754,2,6,0.0,Q6838772
2163239,United Nations Stabilisation Mission in Haiti,2163239,2,37,13932.0,Q740123
2165590,Lonely Are the Brave,2165590,2,26,13932.0,Q49396
2170444,World Quizzing Championship,2170444,1,37,0.0,Q128067
2175617,Simon Groom,2175617,11,20,24845.753142939582,Q7518889
2176922,Ejection (sports),2176922,8,13,547503.1039779129,Q5350113
2180852,Nobel Foundation,2180852,13,16,112186.38140908517,Q1781959
2181902,Tamara Beckwith,2181902,1,0,0.0,Q7680772
2182512,Clint Bowyer,2182512,11,31,15580.552961977028,Q1101597
2182614,Nigel Patrick,2182614,2,27,129332.0,Q459030
2183877,Aladdin (disambiguation),2183877,2,17,0.0,Q223909
2185764,East Indiaman,2185764,3,0,4646.0,Q2035668
2186550,Walkinshaw Andretti United,2186550,30,35,4168.554285884211,Q7962546
2189587,Hurricane Dennis,2189587,60,19,76196.87795714095,Q670306
2190951,Timothy Peters,2190951,4,31,31.836617443973324,Q7807457
2195027,Cesare Prandelli,2195027,5,13,10889.650798434584,Q218380
2196472,Richard Lynch,2196472,3,30,23214.0,Q703809
2197869,Emanuel Augustus,2197869,2,3,4646.0,Q1334599
2200405,Hazel Court,2200405,2,27,27846.0,Q272335
2200409,Anne Aubrey,2200409,1,27,0.0,Q4768140
2205196,Secret Six (comics),2205196,11,14,1691.4129898009055,Q1986134
2211039,Kevin Cash,2211039,2,42,5777.178198454852,Q3243189
2212576,Hong Kong Fire Services Department,2212576,4,37,162168.7776043219,Q1595073
2214154,Larry Rothschild,2214154,2,42,1945.735815447309,Q3218098
2216561,Missak Manouchian,2216561,2,7,0.0,Q708078
2217722,Chuck Long,2217722,10,31,17798.497299636103,Q5115596
2217931,Customs and Excise Department (Hong Kong),2217931,3,37,163756.10603446836,Q2355311
2227486,Jarron Collins,2227486,4,6,23217.0,Q2500189
2227542,House of Representatives of Bosnia and Herzegovina,2227542,9,24,5.0,Q320268
2228297,Christian Democracy (Brazil),2228297,19,40,90.70835876294984,Q2653287
2228424,Steve Claridge,2228424,3,38,53132.9094893632,Q7612218
2228846,County cricket,2228846,1,18,0.0,Q5177789
2232039,Scarecrow (1973 film),2232039,1,30,0.0,Q1344329
2238777,Hurricane Emily (2005),2238777,14,19,1257.2067759456816,Q989354
2247155,Verbier,2247155,5,0,24958.548594917243,Q688517
2248054,1919 Florida Keys hurricane,2248054,30,19,25519.964256933086,Q199052
2249151,Sabrina the Teenage Witch (1996 TV series),2249151,4,30,4646.0,Q383104
2250051,Singida Region,2250051,1,17,0.0,Q153326
2257241,Catman (DC Comics),2257241,8,14,36.463962124831696,Q1051215
2258409,Brewers–Cubs rivalry,2258409,7,6,416.17230352379516,Q4962689
2260442,Paulo Autuori,2260442,3,13,9290.0,Q714229
2262052,Tonga national rugby league team,2262052,7,23,7662.407623731123,Q3590551
2266388,YellaWood 500,2266388,8,31,24555.88022424122,Q474990
2267673,Wrestling Observer Newsletter Hall of Fame,2267673,1,20,0.0,Q373374
2275897,Laura Michelle Kelly,2275897,3,8,37127.0,Q430970
2283699,Michelle Gomez,2283699,2,30,0.0,Q5860905
2284945,Sunninghill Park,2284945,4,0,1220.8398399972214,Q9080552
2285162,Peter Angelos,2285162,3,6,4678.7038984553465,Q7172537
2286699,Miss Florida USA,2286699,1,19,0.0,Q6876686
2297275,Joseph Medill Patterson Albright,2297275,1,25,0.0,Q6285495
2298801,Batting order (cricket),2298801,7,18,37.085248085248075,Q4869924
2300302,Nemesis (Christie novel),2300302,3,8,9291.000000000002,Q1170245
2304936,Twickenham Stoop,2304936,2,23,0.0,Q1209258
2317280,Jean Brooks,2317280,1,27,0.0,Q1089513
2326831,Jack Sikma,2326831,6,31,0.0,Q543107
2328203,Yusuf Hamied,2328203,2,28,248022.0,Q8061952
2329887,John Quade,2329887,2,30,4646.0,Q1701482
2331380,And Then There Were None (1974 film),2331380,3,7,0.0,Q445795
2335499,Polesden Lacey,2335499,2,0,0.0,Q2101216
2336506,Missionaries (LDS Church),2336506,9,31,121662.76347986166,Q627754
2338947,Abrin,2338947,2,44,0.0,Q331451
2348457,Joe Pepitone,2348457,1,33,0.0,Q6211766
2360417,Khalid bin Faisal Al Saud,2360417,5,11,297.5485656209909,Q371263
2361949,Uyoku dantai,2361949,5,17,10936.427479320435,Q181924
2362244,Shaun Maloney,2362244,2,13,7445.765725191887,Q37717
2364416,Z Special Unit,2364416,5,27,0.5833333333333333,Q4741860
2367454,Barry Sullivan (American actor),2367454,2,27,4646.0,Q809105
2373784,Rocky Long,2373784,5,31,6952.792747222361,Q7355837
2375192,Ellen Cleghorne,2375192,2,30,0.0,Q4223191
2376712,Susan Rice,2376712,11,25,461425.4519871877,Q50612
2379286,Ricardo Powell,2379286,1,18,0.0,Q7322778
2379637,Cinquedea,2379637,1,17,0.0,Q1092568
2401804,Kokanee Lake,2401804,2,11,0.0,Q7332891
2401992,Kokanee Glacier Provincial Park,2401992,2,11,0.0,Q3364744
2406941,Arthel Neville,2406941,6,6,320565.6748242764,Q2864907
2407846,Heath Herring,2407846,2,4,0.0,Q2157426
2412705,Lockheed bribery scandals,2412705,2,17,13932.0,Q708687
2418655,Sebastian Janikowski,2418655,6,9,1828.0736615580051,Q2118434
2422976,Raffi Torres,2422976,3,33,4646.0,Q1389027
2429210,List of female mixed martial artists,2429210,5,4,5258.41795525313,Q6619432
2431131,José Pékerman,2431131,4,5,27855.0,Q315800
2434154,Soyuz-U,2434154,30,26,12940.674179708267,Q660345
2440507,List of Major League Baseball umpires,2440507,5,6,430.58110472169045,Q6589062
2453679,Tracy Smith (journalist),2453679,3,25,0.0,Q7831848
2454129,Football Italia,2454129,1,0,0.0,Q5465853
2457938,James Booth,2457938,1,27,0.0,Q323524
2458351,Jeremy Horn,2458351,3,4,645.3472689595927,Q955329
2463658,"Pedro Mendes (footballer, born 1979)",2463658,3,13,3501.5446605562975,Q318520
2474679,Jozef Vengloš,2474679,4,13,59521.2316000133,Q444279
2478113,Guy Roche,2478113,1,30,0.0,Q5622565
2478476,Johnnie Morton,2478476,2,31,398.93713318549817,Q11310652
2487040,Ernie Stautner,2487040,3,9,0.0,Q327793
2488459,Maltese Premier League,2488459,2,13,5532.255496494312,Q318480
2495993,Frogmore House,2495993,4,0,3591.7210031971654,Q564578
2496956,Rear naked choke,2496956,9,4,19141.30269883149,Q4845233
2497134,Margherita Taylor,2497134,1,22,0.0,Q6760338
2498157,Loftus Versfeld Stadium,2498157,2,43,3.5,Q181398
2498463,Mockingbird_(DC_Comics),2498463,6,14,0.14285714285714285,-1
2505553,Gary Caldwell,2505553,3,13,6306.310385748215,Q334628
2505571,Cheshire (comics),2505571,11,14,2864.710140807109,Q3551444
2508733,Chad Knaus,2508733,2,6,26106.148226290134,Q1144612
2513887,Queen Christina (film),2513887,3,27,74096.0,Q1634665
2518284,Griffith Jones (actor),2518284,2,27,4646.0,Q11203370
2518372,Sam Rosen (sportscaster),2518372,3,9,5161.351431784475,Q7408092
2523967,Stanley Morgan,2523967,3,9,45.320161295523725,Q7599806
2524870,Deepak Shodhan,2524870,2,18,2174.254834054818,Q3527716
2525122,Khoo Boon Hui,2525122,3,17,0.0,Q1740666
2526069,Miracle at the Meadowlands,2526069,9,36,2887.285607734247,Q6872462
2528069,2007 Atlantic hurricane season,2528069,19,19,885.2951532642348,Q756793
2532666,Ken Warby,2532666,1,35,0.0,Q1738672
2533321,Javier Aguirre,2533321,1,13,0.0,Q194311
2537456,"Starrett City, Brooklyn",2537456,1,11,0.0,Q11036480
2540701,Boomer Sooner,2540701,1,31,0.0,Q4943476
2541443,"James Jones (basketball, born 1980)",2541443,4,14,9358.010606060616,Q440332
2545865,Alex Spanos,2545865,3,9,4646.333333333334,Q4717829
2554110,Pixie Geldof,2554110,3,0,5809.024806175712,Q4949746
2558359,List of awards and nominations received by Whitney Houston,2558359,4,12,0.0,Q4434932
2559556,"Indian Pass, Florida",2559556,7,19,65.16959984088187,Q6021206
2568556,"Thomas Coke, 2nd Earl of Leicester",2568556,3,0,0.0,Q7612333
2583587,Terence Morgan,2583587,2,27,37112.0,Q1397458
2583766,Checked swing,2583766,2,30,0.0,Q5089105
2584524,Chamber of Deputies (Luxembourg),2584524,6,17,0.0,Q517449
2590316,John Hollins,2590316,1,38,0.0,Q1337437
2590899,Chris Brunt,2590899,1,5,0.0,Q372140
2591753,"Mr. Hankey, the Christmas Poo",2591753,1,30,0.0,Q927930
2599746,Russel L. Honoré,2599746,1,9,0.0,Q1257959
2600415,Brian Kerr (Scottish footballer),2600415,1,13,0.0,Q2924937
2606338,American Conservatory Theater,2606338,1,27,0.0,Q463781
2610743,Joe Tiller,2610743,2,9,0.0,Q6212668
2610934,Ludger Sylbaris,2610934,3,26,0.0,Q1849437
2611260,Léon Compère-Léandre,2611260,3,26,0.0,Q3270840
2615904,Timeline of Hurricane Katrina,2615904,6,9,223710.95861517327,Q7805750
2617490,Brian Bosma,2617490,1,25,0.0,Q4963167
2618173,Jim Richards (racing driver),2618173,25,35,1102.8882232519418,Q6070604
2625305,Alvah Curtis Roebuck,2625305,11,33,6967.5,Q4737639
2635206,Lynching of Thomas Shipp and Abram Smith,2635206,3,43,18572.0,Q2776402
2638775,Rick Leventhal,2638775,1,7,0.0,Q7331549
2644239,Mark Loretta,2644239,3,30,10827.920138602109,Q1648463
2644401,Rick Honeycutt,2644401,4,6,5294.559492049142,Q4355617
2646805,Arabian Nights (miniseries),2646805,6,17,5.5,Q623864
2647515,Falcon 9,2647515,6,26,9291.333333333334,Q249091
2648001,Derek Anderson (American football),2648001,5,9,10406.604914374184,Q4993894
2648233,Derrick Mason,2648233,3,31,9291.0,Q5263056
2650063,Chief Noc-A-Homa,2650063,4,6,0.0,Q5096870
2651762,Kevin Muscat,2651762,5,3,12674.45791044879,Q301236
2657141,Hochkirch,2657141,7,13,60950.93660586496,Q93248
2657195,Mike Newell (footballer),2657195,1,13,0.0,Q1933404
2658758,Billy Cundiff,2658758,9,9,18603.030044130166,Q264598
2659568,Samantha Power,2659568,12,25,62570.841714897164,Q454970
2662580,Paul Romer,2662580,15,25,185079.56859750417,Q509262
2664119,Joe Pisarcik,2664119,2,36,0.0,Q11310921
2665900,Academia Militar das Agulhas Negras,2665900,3,40,2.4444444444444446,Q2865871
2670688,Le Touquet,2670688,1,3,0.0,Q323164
2681040,Diller Scofidio + Renfro,2681040,2,33,4646.0,Q3027988
2681102,Comoros national football team,2681102,21,10,38471.92047716164,Q497637
2685252,Lists of tennis records and statistics,2685252,3,2,0.0,Q245796
2686410,Lesley Visser,2686410,4,6,33966.061226909565,Q6530550
2695080,Mouriès,2695080,2,7,4646.0,Q829392
2702166,1886 Indianola hurricane,2702166,10,19,5166.784689560934,Q185505
2704266,50 Ways to Leave Your Lover,2704266,3,30,19118.250376806776,Q2817167
2706494,Juan Antonio Pizzi,2706494,1,5,0.0,Q508489
2708177,Robert Lowery (actor),2708177,1,27,0.0,Q3078072
2711674,Show Boat (1936 film),2711674,1,8,0.0,Q2019366
2713431,Greg Murphy,2713431,27,35,4048.6836954701084,Q5606049
2715576,David Goodfriend,2715576,1,19,0.0,Q5234228
2722104,List of protective service agencies,2722104,4,11,30264.359099922098,Q6635514
2731676,CTLA-4,2731676,5,16,376.9196270574253,Q2907609
2734229,Eamonn McCann,2734229,2,27,4646.0,Q2904605
2734627,Marty Mornhinweg,2734627,3,9,9036.817713847626,Q6777499
2743244,Paul Vautin,2743244,2,23,0.0,Q7154149
2755048,Royal Wedding,2755048,5,8,213997.27579745834,Q538600
2755693,Central Coast Stadium,2755693,8,3,2156.8407395372997,Q966081
2758865,Donald W. Reynolds Razorback Stadium,2758865,5,31,3588.9739507118043,Q1124181
2760093,Burchardi flood,2760093,8,19,0.0,Q6740
2762010,BYU TV,2762010,6,6,239707.75537276323,Q3808696
2762818,Guillotine choke,2762818,8,4,4620.866110672503,Q2889695
2771242,War Memorial Stadium (Arkansas),2771242,5,31,1346.3530745705646,Q3566221
2776281,D. J. Shockley,2776281,1,31,0.0,Q5203663
2780877,WakeMed Soccer Park,2780877,2,22,9290.0,Q2540855
2782586,Caucasian War,2782586,8,4,9836.952220820034,Q382116
2800726,Tobias Ragg,2800726,3,8,4646.000000000001,Q3992105
2801976,Stewart Robson,2801976,1,5,0.0,Q8993606
2802342,1775 Newfoundland hurricane,2802342,5,19,573.0961199804278,Q3358425
2803163,Craig Burley,2803163,1,10,0.0,Q2276892
2804726,Stadion Kantrida,2804726,3,13,725.5796495533991,Q1277056
2811352,Oleguer Presas,2811352,1,13,0.0,Q313682
2827351,She (Charles Aznavour song),2827351,12,7,5463.7299770855925,Q2437332
2840342,Greater Manchester Police,2840342,10,11,28135.61264252923,Q5600651
2842197,Hurricane Vince,2842197,6,19,12.159568287419564,Q507060
2848006,Terry Yorath,2848006,1,29,0.0,Q1103503
2853736,Roberto Clemente Jr.,2853736,4,30,160.8716220765752,Q7351642
2854677,Wendy Barrie,2854677,1,26,0.0,Q449766
2855510,Johan Elmander,2855510,1,38,0.0,Q244806
2856495,Deep operation,2856495,1,27,0.0,Q1194366
2862726,Rifaat al-Assad,2862726,5,11,80.62383956623104,Q519639
